id,name,status,source_type,document_count,processed_docs,total_docs,dms_source_path,storage_path,created_at
dc2e9aab-1b3c-443e-968d-f247881db6de,Client Documents — 11.17.25 — Loose Files,review_ready,client_documents,0,15,15,"/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/BANAMEX Caratula Feb 2024.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Bank of America _ Online Banking _ Accounts _ Account Details _ Account Activity.html,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Bank of America _ Online Banking _ Accounts _ Account Details _ Account Activity.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/BOA Wire recall.docx,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/BOA Wire recall.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Caratula MONEX 12 2024.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/FedEx Shipping Label.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/June 2024 MONEX.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/MONEX Caratula 2025-Agrifoods.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/MONEX Caratula 2025.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Truist - OFX Cancellation-Modification Request Form.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Truist Cancellation-Modification (1).pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Truist Cancellation-Modification Request -Trade 2023021500315.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Truist Cancellation-Modification.pdf,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/Truist token selection 2023.pdf",/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_11.17.25_—_Loose_Files,2026-06-14 01:05:12.640318+00:00
60d293f8-7cda-45a1-866d-c7d770d2bb47,Client Documents — 11.17.25 — _2025 dennis files,review_ready,client_documents,0,222,222,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/_2025 dennis files.zip,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_11.17.25_—__2025_dennis_files,2026-06-14 01:05:12.640318+00:00
a1d46e46-2449-4b24-b9bd-428d333a93b4,Client Documents — 11.17.25 — _Integrated Foods TRUIST,review_ready,client_documents,0,207,207,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/11.17.25/_Integrated Foods TRUIST,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_11.17.25_—__Integrated_Foods_TRUIST,2026-06-14 01:05:12.640318+00:00
595e1272-975c-4d22-9e45-ddd2c50dea6b,Client Documents — Marcus Food Co Email Archive — Maricela,processing,client_documents,0,0,16370,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Maricela.zip,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Maricela,2026-06-14 01:05:12.645232+00:00
cdda89a3-9e42-4e6a-9d8d-a17370705139,Client Documents — Marcus Food Co Email Archive — Ernesto,processing,client_documents,0,0,17193,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto.zip,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto,2026-06-14 01:05:12.645232+00:00
d8a22d1c-ff8f-4621-8fb3-255934be2abe,Client Documents — Marcus Food Co Email Archive — Veronica,processing,client_documents,0,0,35150,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Veronica.zip,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Veronica,2026-06-14 01:05:12.645232+00:00
a65f01fc-53da-41f0-908e-56ea35ec7642,Client Documents — Marcus Food Co Email Archive — Veronica,processing,client_documents,0,16151,28036,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Veronica,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Veronica,2026-06-14 01:05:12.645232+00:00
f71d8db0-2128-4f10-b989-8fb3e2b0c4b1,Client Documents — Marcus Food Co Email Archive — Steve,processing,client_documents,0,37638,50242,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Steve,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Steve,2026-06-14 01:05:12.645232+00:00
c1dd32c5-ddee-4b57-9905-34631408493c,Client Documents — Marcus Food Co Email Archive — Ernesto,processing,client_documents,0,5079,22002,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto,2026-06-14 01:05:12.645232+00:00
f4d77612-f9de-44ae-9bcd-64fe6a73dba2,Client Documents — Marcus Food Co Email Archive — Maricela,processing,client_documents,0,28102,35617,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Maricela,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Maricela,2026-06-14 01:05:12.645232+00:00
0e12a9ce-3e3f-4194-8ce0-959c8548507d,Client Documents — Marcus Food Co Email Archive — Steve,processing,client_documents,0,0,32441,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Steve.zip,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Steve,2026-06-14 01:05:12.645232+00:00
caaf3387-dcfb-4443-9ab5-4d9341261b51,Client Documents — Marcus Food Co Email Archive — Ernesto — Ernesto 2022,processing,client_documents,0,0,3677,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto/Ernesto 2022.pst,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto_—_Ernesto_2022,2026-06-14 01:05:13.979789+00:00
7a003839-21b6-4270-86cf-4e76a0c7eee9,Client Documents — Marcus Food Co Email Archive — Ernesto — Ernesto 2021,processing,client_documents,0,0,3434,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto/Ernesto 2021.pst,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto_—_Ernesto_2021,2026-06-14 01:05:13.979789+00:00
099b9c7c-541a-4f9c-8d17-fb9b99244543,Client Documents — Marcus Food Co Email Archive — Ernesto — Ernesto 2020,review_ready,client_documents,0,534,534,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto/Ernesto 2020.pst,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto_—_Ernesto_2020,2026-06-14 01:05:13.979789+00:00
9d6deb50-d2ac-4e80-b2e2-cface6344fb4,Client Documents — Marcus Food Co Email Archive — Ernesto — Ernesto 2023,review_ready,client_documents,0,2337,2337,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto/Ernesto 2023.pst,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto_—_Ernesto_2023,2026-06-14 01:05:13.979789+00:00
d98aa475-a501-4de1-94a0-28d7c07fa65f,Client Documents — Marcus Food Co Email Archive — Ernesto — Ernesto 2018,processing,client_documents,0,0,5977,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto/Ernesto 2018.pst,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto_—_Ernesto_2018,2026-06-14 01:05:13.979789+00:00
eabad27d-eb11-4a2f-b479-86cb427a4ebf,Client Documents — Marcus Food Co Email Archive — Ernesto — Ernesto 2024,review_ready,client_documents,0,2208,2208,/mnt/legacy/Clients/Rhod Williams/Marcus Foods 493-02707-2024/Client Documents/Marcus Food Co Email Archive/Ernesto/Ernesto 2024.pst,/mnt/ediscovery/986c0fee-1390-43bb-ad28-8cd1db6de53f/d389d889-4fe9-41c9-b74e-622d93d244f8/Client_Documents_—_Marcus_Food_Co_Email_Archive_—_Ernesto_—_Ernesto_2024,2026-06-14 01:05:13.979789+00:00
